"","X1","K_beta","Mean_C1","Mean_C2","N","N_C1","N_C2","N_Tail","pi_C1","pi_C2","pi_Tail","rcc_C1","rcc_C2","rcc_Tail","Scale_Tail","Shape_Tail","tail","Variance_C1","Variance_C2","coverage","K_B","K_BB","karyotype","sample","samplename","Mean_C3","N_C3","pi_C3","rcc_C3","Variance_C3","Mean_Tail","Variance_Tail","purity","ploidy","purity_conf_mad","wgd_status","wgd_uncertain"
"6861",6861,1,0.238866079662807,NA,2467,2467,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0137315208532003,NA,49,3,0,"2:0","de8ef60b-4dbe-4aa8-adef-6f58cdfada29","de8ef60b-4dbe-4aa8-adef-6f58cdfada29",NA,NA,NA,NA,NA,NA,NA,0.359,3.108,0.01,"wgd",FALSE
"6862",6862,1,0.175049557771852,NA,1381,1381,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00605928210078312,NA,72,2,0,"2:2","de8ef60b-4dbe-4aa8-adef-6f58cdfada29","de8ef60b-4dbe-4aa8-adef-6f58cdfada29",NA,NA,NA,NA,NA,NA,NA,0.359,3.108,0.01,"wgd",FALSE
"6863",6863,2,0.298503888290527,0.110056818047231,410,239,171,0,0.591319064437665,0.408680935562335,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00456201193793158,0.00114222957530211,46,2,0,"1:1","de92d076-24b7-46eb-8df6-56094d264f3b","de92d076-24b7-46eb-8df6-56094d264f3b",NA,NA,NA,NA,NA,NA,NA,0.608,2.045,0.042,"no_wgd",FALSE
"6864",6864,1,0.207778787878788,NA,33,33,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0204574592470156,NA,60,3,0,"2:1","de92d076-24b7-46eb-8df6-56094d264f3b","de92d076-24b7-46eb-8df6-56094d264f3b",NA,NA,NA,NA,NA,NA,NA,0.608,2.045,0.042,"no_wgd",FALSE
"6865",6865,1,0.368908942647458,NA,3679,3679,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0199986868431061,NA,40,2,0,"1:1","de99a4de-e916-4572-ac9e-73e341827229","de99a4de-e916-4572-ac9e-73e341827229",NA,NA,NA,NA,NA,NA,NA,0.88,2,0.019,"no_wgd",FALSE
"6866",6866,1,0.1481485,NA,400,400,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00433361954775,NA,42,1,0,"1:0","deb0de92-a46b-4e71-814c-2f6c5e97dbcd","deb0de92-a46b-4e71-814c-2f6c5e97dbcd",NA,NA,NA,NA,NA,NA,NA,0.226,1.878,0.019,"no_wgd",FALSE
"6867",6867,1,0.12205667077095,NA,2791,2791,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00157039677718631,NA,51,1,0,"1:1","deb0de92-a46b-4e71-814c-2f6c5e97dbcd","deb0de92-a46b-4e71-814c-2f6c5e97dbcd",NA,NA,NA,NA,NA,NA,NA,0.226,1.878,0.019,"no_wgd",FALSE
"6868",6868,1,0.156257894736842,NA,285,285,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00389588720960295,NA,57,1,0,"2:1","deb0de92-a46b-4e71-814c-2f6c5e97dbcd","deb0de92-a46b-4e71-814c-2f6c5e97dbcd",NA,NA,NA,NA,NA,NA,NA,0.226,1.878,0.019,"no_wgd",FALSE
"6869",6869,1,0.273996363636364,NA,55,55,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00665365235041322,NA,34,1,0,"1:0","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73",NA,NA,NA,NA,NA,NA,NA,0.432,3.443,0.016,"wgd",FALSE
"6870",6870,1,0.202748813559322,NA,295,295,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00468262324435507,NA,44,1,0,"1:1","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73",NA,NA,NA,NA,NA,NA,NA,0.432,3.443,0.016,"wgd",FALSE
"6871",6871,1,0.198496719335096,NA,3059,3059,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00833747011231468,NA,53,2,0,"2:1","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73",NA,NA,NA,NA,NA,NA,NA,0.432,3.443,0.016,"wgd",FALSE
"6872",6872,1,0.257830851677493,NA,1779,1779,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0150143506916385,NA,43,2,0,"2:0","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73",NA,NA,NA,NA,NA,NA,NA,0.432,3.443,0.016,"wgd",FALSE
"6873",6873,1,0.181424612164179,NA,6864,6864,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00705917054610225,NA,60,2,0,"2:2","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73","dec775c5-7d9a-4dc5-b399-dc4b7ba49d73",NA,NA,NA,NA,NA,NA,NA,0.432,3.443,0.016,"wgd",FALSE
"6874",6874,2,0.277390204446511,0.0715638812738507,335,300,35,0,0.896164906597693,0.103835093402307,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00333802673687426,0.000258563652931773,63,2,0,"1:0","decfb419-63b3-47b0-9dfc-baae180566a0","decfb419-63b3-47b0-9dfc-baae180566a0",NA,NA,NA,NA,NA,NA,NA,0.44,1.867,0.027,"no_wgd",FALSE
"6875",6875,2,0.214719419247989,0.0702674659969623,3997,3786,211,0,0.946656854813612,0.053343145186388,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.002175922004955,0.000262725474039121,82,1,0,"1:1","decfb419-63b3-47b0-9dfc-baae180566a0","decfb419-63b3-47b0-9dfc-baae180566a0",NA,NA,NA,NA,NA,NA,NA,0.44,1.867,0.027,"no_wgd",FALSE
"6876",6876,2,0.358289364711581,0.223918881128682,63,11,52,0,0.153671101729474,0.846328898270526,0,FALSE,TRUE,FALSE,NA,NA,FALSE,1.43034387014923e-05,0.0106081115368442,103,2,0,"2:1","decfb419-63b3-47b0-9dfc-baae180566a0","decfb419-63b3-47b0-9dfc-baae180566a0",NA,NA,NA,NA,NA,NA,NA,0.44,1.867,0.027,"no_wgd",FALSE
"6877",6877,2,0.767083878818091,0.445589971779465,131,95,15,21,0.732999829545277,0.0976733544290594,0.169326816025664,FALSE,FALSE,FALSE,0.083299999,2.24819542013152,TRUE,0.00568575242725685,0.00596846520403269,39,2,0,"1:0","ded2689b-8e37-480c-b37c-acc538e54ddf","ded2689b-8e37-480c-b37c-acc538e54ddf",NA,NA,NA,NA,NA,0.150036343050375,0.040342714642213,0.855,1.974,0.006,"no_wgd",FALSE
"6878",6878,1,0.425393732818589,NA,3724,3143,NA,581,0.828244289381846,NA,0.171755710618154,TRUE,NA,TRUE,0.052099999,1.24430851230027,TRUE,0.00452568633220901,NA,67,1,0,"1:1","ded2689b-8e37-480c-b37c-acc538e54ddf","ded2689b-8e37-480c-b37c-acc538e54ddf",NA,NA,NA,NA,NA,0.265354946645727,Inf,0.855,1.974,0.006,"no_wgd",FALSE
"6879",6879,2,0.611967478322904,0.287858452663813,112,21,80,11,0.184293958399635,0.69174507884679,0.123960962753575,FALSE,TRUE,FALSE,0.052599999,1.22715422006294,TRUE,0.00268484433411623,0.00218392230411622,96,2,0,"2:1","ded2689b-8e37-480c-b37c-acc538e54ddf","ded2689b-8e37-480c-b37c-acc538e54ddf",NA,NA,NA,NA,NA,0.284160737714979,Inf,0.855,1.974,0.006,"no_wgd",FALSE
"6880",6880,1,0.584360830773225,NA,2469,2422,NA,47,0.977079606312528,NA,0.0229203936874722,TRUE,NA,TRUE,0.063499999,1.06185080994009,TRUE,0.0124865898078736,NA,37,1,0,"1:0","ded8b673-53df-4038-a375-7cd0fd2a1b9f","ded8b673-53df-4038-a375-7cd0fd2a1b9f",NA,NA,NA,NA,NA,1.0901639838615,Inf,0.703,1.815,0.005,"no_wgd",FALSE
"6881",6881,1,0.35073158833673,NA,9752,9529,NA,223,0.972075763200053,NA,0.027924236799947,TRUE,NA,TRUE,0.051299999,1.04524264383097,TRUE,0.00393531459237262,NA,62,1,0,"1:1","ded8b673-53df-4038-a375-7cd0fd2a1b9f","ded8b673-53df-4038-a375-7cd0fd2a1b9f",NA,NA,NA,NA,NA,1.18518596710702,Inf,0.703,1.815,0.005,"no_wgd",FALSE
"6882",6882,2,0.513581500280386,0.261264315760331,2285,377,1875,33,0.163838611852316,0.815308241434755,0.0208531467129282,FALSE,TRUE,FALSE,0.055599999,1.31122016578308,TRUE,0.00307138182478833,0.0025407175403637,83,2,0,"2:1","ded8b673-53df-4038-a375-7cd0fd2a1b9f","ded8b673-53df-4038-a375-7cd0fd2a1b9f",NA,NA,NA,NA,NA,0.234251658220417,Inf,0.703,1.815,0.005,"no_wgd",FALSE
"6883",6883,2,0.696658110835729,0.3421846615318,130,67,63,0,0.52329073413921,0.47670926586079,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00314749043640256,0.00332513575624997,61,2,0,"2:0","ded8b673-53df-4038-a375-7cd0fd2a1b9f","ded8b673-53df-4038-a375-7cd0fd2a1b9f",NA,NA,NA,NA,NA,NA,NA,0.703,1.815,0.005,"no_wgd",FALSE
"6884",6884,1,0.475877082732257,NA,1006,864,NA,142,0.837837692145894,NA,0.162162307854106,TRUE,NA,TRUE,0.058299999,0.942588970433216,TRUE,0.00778505274767455,NA,33,1,0,"1:1","def5526a-774a-4704-bb24-10c4e713649a","def5526a-774a-4704-bb24-10c4e713649a",NA,NA,NA,NA,NA,Inf,Inf,0.959,1.929,0.044,"no_wgd",FALSE
"6885",6885,1,0.4998,NA,37,37,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0429247481081081,NA,23,2,0,"1:0","df291849-4c35-44e1-b013-8f6b7ee36113","df291849-4c35-44e1-b013-8f6b7ee36113",NA,NA,NA,NA,NA,NA,NA,0.767,3.159,0.01,"wgd",FALSE
"6886",6886,1,0.317115707620529,NA,643,643,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0154613107175008,NA,39,2,0,"1:1","df291849-4c35-44e1-b013-8f6b7ee36113","df291849-4c35-44e1-b013-8f6b7ee36113",NA,NA,NA,NA,NA,NA,NA,0.767,3.159,0.01,"wgd",FALSE
"6887",6887,2,0.591325881672345,0.250802447841741,2498,176,2322,0,0.0679566352237181,0.932043364776282,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00690879628485073,0.0095365356280632,52,3,0,"2:1","df291849-4c35-44e1-b013-8f6b7ee36113","df291849-4c35-44e1-b013-8f6b7ee36113",NA,NA,NA,NA,NA,NA,NA,0.767,3.159,0.01,"wgd",FALSE
"6888",6888,1,0.393455327063354,NA,539,539,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0397705591180743,NA,34,3,0,"2:0","df291849-4c35-44e1-b013-8f6b7ee36113","df291849-4c35-44e1-b013-8f6b7ee36113",NA,NA,NA,NA,NA,NA,NA,0.767,3.159,0.01,"wgd",FALSE
"6889",6889,1,0.230417743690883,NA,791,791,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0136130085620176,NA,66,3,0,"2:2","df291849-4c35-44e1-b013-8f6b7ee36113","df291849-4c35-44e1-b013-8f6b7ee36113",NA,NA,NA,NA,NA,NA,NA,0.767,3.159,0.01,"wgd",FALSE
"6890",6890,2,0.551936993182362,0.127676143934619,8773,4584,4189,0,0.539855830061054,0.460144169938946,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0216269943321036,0.00259991181647449,53,3,0,"1:0","df2d41c4-7e79-4a46-aa4a-2a11c051ac40","df2d41c4-7e79-4a46-aa4a-2a11c051ac40",NA,NA,NA,NA,NA,NA,NA,0.78,1.494,0.017,"no_wgd",FALSE
"6891",6891,2,0.331081527962647,0.0902493933298219,13731,7829,5902,0,0.57236841678051,0.42763158321949,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00693197496369597,0.00102879184464898,89,3,0,"1:1","df2d41c4-7e79-4a46-aa4a-2a11c051ac40","df2d41c4-7e79-4a46-aa4a-2a11c051ac40",NA,NA,NA,NA,NA,NA,NA,0.78,1.494,0.017,"no_wgd",FALSE
"6892",6892,2,0.664474626822791,0.124371151254536,894,294,600,0,0.33000013133679,0.66999986866321,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.0113532545376603,0.00426341969171896,86,3,0,"2:0","df2d41c4-7e79-4a46-aa4a-2a11c051ac40","df2d41c4-7e79-4a46-aa4a-2a11c051ac40",NA,NA,NA,NA,NA,NA,NA,0.78,1.494,0.017,"no_wgd",FALSE
"6893",6893,2,0.572489363117827,0.15192649613094,108,74,34,0,0.740502445918764,0.259497554081236,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.022518263032175,0.00195993548603726,25,3,0,"1:0","df4366c4-170f-4233-b577-a8ea277b069c","df4366c4-170f-4233-b577-a8ea277b069c",NA,NA,NA,NA,NA,NA,NA,0.602,3.841,0.012,"wgd",FALSE
"6894",6894,1,0.2835,NA,93,93,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00842407548387097,NA,36,1,0,"1:1","df4366c4-170f-4233-b577-a8ea277b069c","df4366c4-170f-4233-b577-a8ea277b069c",NA,NA,NA,NA,NA,NA,NA,0.602,3.841,0.012,"wgd",FALSE
"6895",6895,1,0.27620717264387,NA,1199,1199,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0212749420336241,NA,47,3,0,"2:1","df4366c4-170f-4233-b577-a8ea277b069c","df4366c4-170f-4233-b577-a8ea277b069c",NA,NA,NA,NA,NA,NA,NA,0.602,3.841,0.012,"wgd",FALSE
"6896",6896,1,0.361123480645194,NA,309,309,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0413615143156816,NA,35,3,0,"2:0","df4366c4-170f-4233-b577-a8ea277b069c","df4366c4-170f-4233-b577-a8ea277b069c",NA,NA,NA,NA,NA,NA,NA,0.602,3.841,0.012,"wgd",FALSE
"6897",6897,1,0.246131537916372,NA,2822,2822,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0155277441719084,NA,58,3,0,"2:2","df4366c4-170f-4233-b577-a8ea277b069c","df4366c4-170f-4233-b577-a8ea277b069c",NA,NA,NA,NA,NA,NA,NA,0.602,3.841,0.012,"wgd",FALSE
"6898",6898,2,0.392705713801564,0.136987394070626,107,72,35,0,0.668735557202584,0.331264442797416,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.00598924503624375,0.00343256041094012,31,2,0,"1:1","df6b025e-ccb7-4f1a-ba22-1dcf76e6554c","df6b025e-ccb7-4f1a-ba22-1dcf76e6554c",NA,NA,NA,NA,NA,NA,NA,0.754,2.001,0.007,"no_wgd",FALSE
"6899",6899,1,0.309530681818182,NA,176,176,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0133138861040806,NA,22,1,0,"1:0","df814571-57f1-4e55-bc1a-c892c568c4ba","df814571-57f1-4e55-bc1a-c892c568c4ba",NA,NA,NA,NA,NA,NA,NA,0.368,1.968,0.002,"no_wgd",FALSE
"6900",6900,1,0.18533096941164,NA,3381,3381,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00342328437900347,NA,41,1,0,"1:1","df814571-57f1-4e55-bc1a-c892c568c4ba","df814571-57f1-4e55-bc1a-c892c568c4ba",NA,NA,NA,NA,NA,NA,NA,0.368,1.968,0.002,"no_wgd",FALSE
"6901",6901,1,0.225245,NA,100,100,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.008812203075,NA,47,2,0,"2:1","df814571-57f1-4e55-bc1a-c892c568c4ba","df814571-57f1-4e55-bc1a-c892c568c4ba",NA,NA,NA,NA,NA,NA,NA,0.368,1.968,0.002,"no_wgd",FALSE
"6902",6902,1,0.354688741339492,NA,1732,1732,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0109096684586929,NA,21,1,0,"1:1","df8a913c-5160-4fc5-950d-7c890e24e820","df8a913c-5160-4fc5-950d-7c890e24e820",NA,NA,NA,NA,NA,NA,NA,0.706,3.432,0.007,"wgd",FALSE
"6903",6903,1,0.363651556086652,NA,16718,16718,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0234198053713716,NA,28,2,0,"2:1","df8a913c-5160-4fc5-950d-7c890e24e820","df8a913c-5160-4fc5-950d-7c890e24e820",NA,NA,NA,NA,NA,NA,NA,0.706,3.432,0.007,"wgd",FALSE
"6904",6904,1,0.635925490883907,NA,2700,2700,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0403945114263157,NA,19,2,0,"2:0","df8a913c-5160-4fc5-950d-7c890e24e820","df8a913c-5160-4fc5-950d-7c890e24e820",NA,NA,NA,NA,NA,NA,NA,0.706,3.432,0.007,"wgd",FALSE
"6905",6905,1,0.355445641791045,NA,3350,3350,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0155182719675732,NA,35,2,0,"2:2","df8a913c-5160-4fc5-950d-7c890e24e820","df8a913c-5160-4fc5-950d-7c890e24e820",NA,NA,NA,NA,NA,NA,NA,0.706,3.432,0.007,"wgd",FALSE
"6906",6906,1,0.174978282864527,NA,224,224,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00472862756696399,NA,32,1,0,"1:0","df9f8c80-c622-11e3-bf01-24c6515278c0","df9f8c80-c622-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.219,1.811,0.027,"no_wgd",FALSE
"6907",6907,1,0.134161660706326,NA,1325,1325,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00181878553666355,NA,42,1,0,"1:1","df9f8c80-c622-11e3-bf01-24c6515278c0","df9f8c80-c622-11e3-bf01-24c6515278c0",NA,NA,NA,NA,NA,NA,NA,0.219,1.811,0.027,"no_wgd",FALSE
"6908",6908,1,0.34814755768216,NA,6660,6660,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0199996107096592,NA,28,2,0,"1:0","dfa20d2d-1ba3-476a-b4b9-21d21470bee2","dfa20d2d-1ba3-476a-b4b9-21d21470bee2",NA,NA,NA,NA,NA,NA,NA,0.52,1.851,0.001,"no_wgd",FALSE
"6909",6909,1,0.240319542770724,NA,34381,34381,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00673030689855463,NA,40,1,0,"1:1","dfa20d2d-1ba3-476a-b4b9-21d21470bee2","dfa20d2d-1ba3-476a-b4b9-21d21470bee2",NA,NA,NA,NA,NA,NA,NA,0.52,1.851,0.001,"no_wgd",FALSE
"6910",6910,2,0.438104007568127,0.190389981427902,959,109,850,0,0.119775539558969,0.880224460441031,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00460983998894903,0.00507787184860081,50,2,0,"2:1","dfa20d2d-1ba3-476a-b4b9-21d21470bee2","dfa20d2d-1ba3-476a-b4b9-21d21470bee2",NA,NA,NA,NA,NA,NA,NA,0.52,1.851,0.001,"no_wgd",FALSE
"6911",6911,2,0.550772496212025,0.239832106097128,3172,71,3101,0,0.0245382620611333,0.975461737938867,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00403734193393569,0.00747561565907129,39,1,0,"2:0","dfa20d2d-1ba3-476a-b4b9-21d21470bee2","dfa20d2d-1ba3-476a-b4b9-21d21470bee2",NA,NA,NA,NA,NA,NA,NA,0.52,1.851,0.001,"no_wgd",FALSE
"6912",6912,1,0.189681655894515,NA,8565,8565,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0113262106626426,NA,46,2,0,"1:0","dfde4013-9062-42f5-a42b-626ef8334a41","dfde4013-9062-42f5-a42b-626ef8334a41",NA,NA,NA,NA,NA,NA,NA,0.312,1.84,0.044,"no_wgd",FALSE
"6913",6913,1,0.144443184259889,NA,18950,18950,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00345641719843659,NA,53,1,0,"1:1","dfde4013-9062-42f5-a42b-626ef8334a41","dfde4013-9062-42f5-a42b-626ef8334a41",NA,NA,NA,NA,NA,NA,NA,0.312,1.84,0.044,"no_wgd",FALSE
"6914",6914,2,0.345598087618798,0.108911201763089,2280,414,1866,0,0.187305272894204,0.812694727105796,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00704018936123353,0.0016643459014796,68,2,0,"2:1","dfde4013-9062-42f5-a42b-626ef8334a41","dfde4013-9062-42f5-a42b-626ef8334a41",NA,NA,NA,NA,NA,NA,NA,0.312,1.84,0.044,"no_wgd",FALSE
"6915",6915,2,0.364252557846869,0.122717070830055,2301,513,1788,0,0.226175029976722,0.773824970023278,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00545178310596487,0.00203256762450438,57,2,0,"2:0","dfde4013-9062-42f5-a42b-626ef8334a41","dfde4013-9062-42f5-a42b-626ef8334a41",NA,NA,NA,NA,NA,NA,NA,0.312,1.84,0.044,"no_wgd",FALSE
"6916",6916,1,0.129467857142857,NA,28,28,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00370883646683674,NA,67.5,2,0,"2:2","dfde4013-9062-42f5-a42b-626ef8334a41","dfde4013-9062-42f5-a42b-626ef8334a41",NA,NA,NA,NA,NA,NA,NA,0.312,1.84,0.044,"no_wgd",FALSE
"6917",6917,1,0.287865277777778,NA,144,144,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0102634557388117,NA,34.5,1,0,"1:0","e04bcdff-3206-4c25-bae9-09f0222b074a","e04bcdff-3206-4c25-bae9-09f0222b074a",NA,NA,NA,NA,NA,NA,NA,0.458,3.706,0.031,"wgd",FALSE
"6918",6918,1,0.241821621279225,NA,112,112,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.010087961375994,NA,40,2,0,"1:1","e04bcdff-3206-4c25-bae9-09f0222b074a","e04bcdff-3206-4c25-bae9-09f0222b074a",NA,NA,NA,NA,NA,NA,NA,0.458,3.706,0.031,"wgd",FALSE
"6919",6919,1,0.241178321281562,NA,1448,1448,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0104373241690868,NA,52,2,0,"2:1","e04bcdff-3206-4c25-bae9-09f0222b074a","e04bcdff-3206-4c25-bae9-09f0222b074a",NA,NA,NA,NA,NA,NA,NA,0.458,3.706,0.031,"wgd",FALSE
"6920",6920,3,0.5,0.448436074502512,537,25,223,0,0.0463945162078763,0.328928579426008,0,TRUE,FALSE,FALSE,NA,NA,FALSE,1.23259516440783e-32,0.00359032855684031,43,2,0,"2:0","e04bcdff-3206-4c25-bae9-09f0222b074a","e04bcdff-3206-4c25-bae9-09f0222b074a",0.288390498440414,289,0.624676904366116,TRUE,0.0178377304024233,NA,NA,0.458,3.706,0.031,"wgd",FALSE
"6921",6921,1,0.249682332361516,NA,1715,1715,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00886259385111987,NA,62,2,0,"2:2","e04bcdff-3206-4c25-bae9-09f0222b074a","e04bcdff-3206-4c25-bae9-09f0222b074a",NA,NA,NA,NA,NA,NA,NA,0.458,3.706,0.031,"wgd",FALSE
"6922",6922,1,0.355820134228188,NA,298,298,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.0208926522120625,NA,28,2,0,"1:0","e053d377-e4f2-4aee-af7d-e61605e0f4f5","e053d377-e4f2-4aee-af7d-e61605e0f4f5",NA,NA,NA,NA,NA,NA,NA,0.453,1.944,0.01,"no_wgd",FALSE
"6923",6923,1,0.217373618052401,NA,6603,6603,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00443473645074432,NA,52,1,0,"1:1","e053d377-e4f2-4aee-af7d-e61605e0f4f5","e053d377-e4f2-4aee-af7d-e61605e0f4f5",NA,NA,NA,NA,NA,NA,NA,0.453,1.944,0.01,"no_wgd",FALSE
"6924",6924,1,0.192859859050598,NA,229,229,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.00646864851615693,NA,64,2,0,"2:1","e053d377-e4f2-4aee-af7d-e61605e0f4f5","e053d377-e4f2-4aee-af7d-e61605e0f4f5",NA,NA,NA,NA,NA,NA,NA,0.453,1.944,0.01,"no_wgd",FALSE
"6925",6925,1,0.362278723243111,NA,48,48,NA,0,1,NA,0,TRUE,NA,TRUE,NA,NA,FALSE,0.020517951924614,NA,41,2,0,"2:0","e053d377-e4f2-4aee-af7d-e61605e0f4f5","e053d377-e4f2-4aee-af7d-e61605e0f4f5",NA,NA,NA,NA,NA,NA,NA,0.453,1.944,0.01,"no_wgd",FALSE
"6926",6926,2,0.651462471300847,0.263509894262545,241,67,174,0,0.257431854203794,0.742568145796206,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.00716982788702316,0.00855235901914911,34,2,0,"1:0","e07991a4-0901-4ed1-8704-aa376565d862","e07991a4-0901-4ed1-8704-aa376565d862",NA,NA,NA,NA,NA,NA,NA,0.665,2.123,0.084,"no_wgd",FALSE
"6927",6927,2,0.387633342268083,0.167148920761185,5975,1865,4110,0,0.318283159026167,0.681716840973833,0,TRUE,TRUE,FALSE,NA,NA,FALSE,0.0049501997990325,0.00280319064713764,56,2,0,"1:1","e07991a4-0901-4ed1-8704-aa376565d862","e07991a4-0901-4ed1-8704-aa376565d862",NA,NA,NA,NA,NA,NA,NA,0.665,2.123,0.084,"no_wgd",FALSE
"6928",6928,3,0.535711740151147,0.314495281299087,789,62,193,0,0.0765782104498393,0.26412344599068,0,TRUE,FALSE,FALSE,NA,NA,FALSE,0.00326153594854808,0.00669054029803381,68,3,0,"2:1","e07991a4-0901-4ed1-8704-aa376565d862","e07991a4-0901-4ed1-8704-aa376565d862",0.133775595693209,534,0.659298343559481,TRUE,0.0017630683810669,NA,NA,0.665,2.123,0.084,"no_wgd",FALSE
"6929",6929,2,0.836603658862021,0.167931990506698,129,93,36,0,0.723095075754666,0.276904924245334,0,FALSE,TRUE,FALSE,NA,NA,FALSE,0.0100048733674781,0.0100542907429361,28,3,0,"1:0","e07affb1-b6b2-40a4-9c54-0e72f5ea5045","e07affb1-b6b2-40a4-9c54-0e72f5ea5045",NA,NA,NA,NA,NA,NA,NA,0.876,2.062,0.024,"no_wgd",FALSE
"6930",6930,1,0.429182240441349,NA,1348,1242,NA,106,0.911315669735376,NA,0.0886843302646243,TRUE,NA,TRUE,0.051699999,1.10554597088243,TRUE,0.0066363031873831,NA,57,1,0,"1:1","e07affb1-b6b2-40a4-9c54-0e72f5ea5045","e07affb1-b6b2-40a4-9c54-0e72f5ea5045",NA,NA,NA,NA,NA,0.5415339411937,Inf,0.876,2.062,0.024,"no_wgd",FALSE
"6931",6931,3,0.584991992212568,0.321487936907758,342,149,165,0,0.441774797453258,0.472780150485106,0,FALSE,FALSE,FALSE,NA,NA,FALSE,0.00390074196280756,0.0032439438437583,77,3,0,"2:1","e07affb1-b6b2-40a4-9c54-0e72f5ea5045","e07affb1-b6b2-40a4-9c54-0e72f5ea5045",0.113731336557632,28,0.0854450520616362,TRUE,0.00250884191838551,NA,NA,0.876,2.062,0.024,"no_wgd",FALSE
